country,specification_id,p,d,q,diagnostic,lag,value,threshold,flagged
Germany,arima_p0_d1_q2,0,1,2,residual_acf,46,0.22578365306877551,0.05,True
Germany,arima_p0_d1_q2,0,1,2,residual_acf,47,0.22626782030884832,0.05,True
Germany,arima_p0_d1_q2,0,1,2,residual_acf,48,0.692928236052736,0.05,True
Germany,arima_p0_d1_q2,0,1,2,ljung_box_statistic,24,43508.326859257904,0.01,True
Germany,arima_p0_d1_q2,0,1,2,ljung_box_pvalue,24,0.0,0.01,True
Germany,arima_p0_d1_q2,0,1,2,ljung_box_statistic,48,82415.79349502453,0.01,True
Germany,arima_p0_d1_q2,0,1,2,ljung_box_pvalue,48,0.0,0.01,True
Germany,arima_p2_d1_q1,2,1,1,residual_acf,1,0.005245815212864094,0.05,False
Germany,arima_p2_d1_q1,2,1,1,residual_acf,2,-0.027683342700658697,0.05,False
Germany,arima_p2_d1_q1,2,1,1,residual_acf,3,-0.018694176256118834,0.05,False
Germany,arima_p2_d1_q1,2,1,1,residual_acf,4,0.0677091065961506,0.05,True
Germany,arima_p2_d1_q1,2,1,1,residual_acf,5,0.02959855569791963,0.05,False
Germany,arima_p2_d1_q1,2,1,1,residual_acf,6,-0.0977230408685906,0.05,True
Germany,arima_p2_d1_q1,2,1,1,residual_acf,7,-0.1355700147738448,0.05,True
Germany,arima_p2_d1_q1,2,1,1,residual_acf,8,-0.08803934172118333,0.05,True
Germany,arima_p2_d1_q1,2,1,1,residual_acf,9,-0.08840629812559479,0.05,True
Germany,arima_p2_d1_q1,2,1,1,residual_acf,10,-0.11510264029817416,0.05,True
Germany,arima_p2_d1_q1,2,1,1,residual_acf,11,0.04554864109257299,0.05,False
Germany,arima_p2_d1_q1,2,1,1,residual_acf,12,-0.08222867947006954,0.05,True
Germany,arima_p2_d1_q1,2,1,1,residual_acf,13,0.07557708609462088,0.05,True
Germany,arima_p2_d1_q1,2,1,1,residual_acf,14,-0.12406203041463794,0.05,True
Germany,arima_p2_d1_q1,2,1,1,residual_acf,15,-0.09846956670481845,0.05,True
Germany,arima_p2_d1_q1,2,1,1,residual_acf,16,-0.10643553527999292,0.05,True
Germany,arima_p2_d1_q1,2,1,1,residual_acf,17,-0.13458268816824673,0.05,True
Germany,arima_p2_d1_q1,2,1,1,residual_acf,18,-0.1128884496307768,0.05,True
Germany,arima_p2_d1_q1,2,1,1,residual_acf,19,0.04199669949734078,0.05,False
Germany,arima_p2_d1_q1,2,1,1,residual_acf,20,0.05282034120323921,0.05,True
Germany,arima_p2_d1_q1,2,1,1,residual_acf,21,0.012602475728696261,0.05,False
Germany,arima_p2_d1_q1,2,1,1,residual_acf,22,-0.027652086003086926,0.05,False
Germany,arima_p2_d1_q1,2,1,1,residual_acf,23,0.08302607685569569,0.05,True
Germany,arima_p2_d1_q1,2,1,1,residual_acf,24,0.7304137133398667,0.05,True
Germany,arima_p2_d1_q1,2,1,1,residual_acf,25,0.09588204685525596,0.05,True
Germany,arima_p2_d1_q1,2,1,1,residual_acf,26,-0.009931358682802396,0.05,False
Germany,arima_p2_d1_q1,2,1,1,residual_acf,27,-0.0023146713474734137,0.05,False
Germany,arima_p2_d1_q1,2,1,1,residual_acf,28,0.060184916569815235,0.05,True
Germany,arima_p2_d1_q1,2,1,1,residual_acf,29,0.02512472375282954,0.05,False
Germany,arima_p2_d1_q1,2,1,1,residual_acf,30,-0.1096989952330149,0.05,True
Germany,arima_p2_d1_q1,2,1,1,residual_acf,31,-0.14411908412109753,0.05,True
Germany,arima_p2_d1_q1,2,1,1,residual_acf,32,-0.07390500909642062,0.05,True
Germany,arima_p2_d1_q1,2,1,1,residual_acf,33,-0.0806051647865385,0.05,True
Germany,arima_p2_d1_q1,2,1,1,residual_acf,34,-0.10681416831156457,0.05,True
Germany,arima_p2_d1_q1,2,1,1,residual_acf,35,0.02785916834126622,0.05,False
Germany,arima_p2_d1_q1,2,1,1,residual_acf,36,-0.06850932476054636,0.05,True
Germany,arima_p2_d1_q1,2,1,1,residual_acf,37,0.05840415835742853,0.05,True
Germany,arima_p2_d1_q1,2,1,1,residual_acf,38,-0.11232819477057104,0.05,True
Germany,arima_p2_d1_q1,2,1,1,residual_acf,39,-0.09518889624545916,0.05,True
Germany,arima_p2_d1_q1,2,1,1,residual_acf,40,-0.08957270295407739,0.05,True
Germany,arima_p2_d1_q1,2,1,1,residual_acf,41,-0.14209235944194878,0.05,True
Germany,arima_p2_d1_q1,2,1,1,residual_acf,42,-0.11734833033673046,0.05,True
Germany,arima_p2_d1_q1,2,1,1,residual_acf,43,0.03385457557927717,0.05,False
Germany,arima_p2_d1_q1,2,1,1,residual_acf,44,0.04448072068614129,0.05,False
Germany,arima_p2_d1_q1,2,1,1,residual_acf,45,0.03590110388224883,0.05,False
Germany,arima_p2_d1_q1,2,1,1,residual_acf,46,0.005781507599785971,0.05,False
Germany,arima_p2_d1_q1,2,1,1,residual_acf,47,0.0786781037115743,0.05,True
Germany,arima_p2_d1_q1,2,1,1,residual_acf,48,0.6278440126399032,0.05,True
Germany,arima_p2_d1_q1,2,1,1,ljung_box_statistic,24,24230.36224103267,0.01,True
Germany,arima_p2_d1_q1,2,1,1,ljung_box_pvalue,24,0.0,0.01,True
Germany,arima_p2_d1_q1,2,1,1,ljung_box_statistic,48,43426.02277960219,0.01,True
Germany,arima_p2_d1_q1,2,1,1,ljung_box_pvalue,48,0.0,0.01,True
Germany,arima_p1_d1_q2,1,1,2,residual_acf,1,0.011231073844112108,0.05,False
Germany,arima_p1_d1_q2,1,1,2,residual_acf,2,0.012609261471087565,0.05,False
Germany,arima_p1_d1_q2,1,1,2,residual_acf,3,0.023749258899746568,0.05,False
Germany,arima_p1_d1_q2,1,1,2,residual_acf,4,-0.003648170847445234,0.05,False
Germany,arima_p1_d1_q2,1,1,2,residual_acf,5,-0.00734616383632258,0.05,False
Germany,arima_p1_d1_q2,1,1,2,residual_acf,6,-0.11828015481977998,0.05,True
Germany,arima_p1_d1_q2,1,1,2,residual_acf,7,-0.15507905321592388,0.05,True
Germany,arima_p1_d1_q2,1,1,2,residual_acf,8,-0.09008197592522244,0.05,True
Germany,arima_p1_d1_q2,1,1,2,residual_acf,9,-0.09426925955904122,0.05,True
Germany,arima_p1_d1_q2,1,1,2,residual_acf,10,-0.09341635528303613,0.05,True
Germany,arima_p1_d1_q2,1,1,2,residual_acf,11,0.073770015929897,0.05,True
Germany,arima_p1_d1_q2,1,1,2,residual_acf,12,-0.05957137526895411,0.05,True
Germany,arima_p1_d1_q2,1,1,2,residual_acf,13,0.10114968343172653,0.05,True
Germany,arima_p1_d1_q2,1,1,2,residual_acf,14,-0.10506226647809226,0.05,True
Germany,arima_p1_d1_q2,1,1,2,residual_acf,15,-0.10414328245383213,0.05,True
Germany,arima_p1_d1_q2,1,1,2,residual_acf,16,-0.10740346376017142,0.05,True
Germany,arima_p1_d1_q2,1,1,2,residual_acf,17,-0.15605719146035366,0.05,True
Germany,arima_p1_d1_q2,1,1,2,residual_acf,18,-0.13161347549396638,0.05,True
Germany,arima_p1_d1_q2,1,1,2,residual_acf,19,0.008050711054738185,0.05,False
Germany,arima_p1_d1_q2,1,1,2,residual_acf,20,0.001041877411559873,0.05,False
Germany,arima_p1_d1_q2,1,1,2,residual_acf,21,0.04212544272093358,0.05,False
Germany,arima_p1_d1_q2,1,1,2,residual_acf,22,0.009661452263588768,0.05,False
Germany,arima_p1_d1_q2,1,1,2,residual_acf,23,0.09200274310068221,0.05,True
Germany,arima_p1_d1_q2,1,1,2,residual_acf,24,0.7328974949335646,0.05,True
Germany,arima_p1_d1_q2,1,1,2,residual_acf,25,0.10341275400653283,0.05,True
Germany,arima_p1_d1_q2,1,1,2,residual_acf,26,0.026228865860853615,0.05,False
Germany,arima_p1_d1_q2,1,1,2,residual_acf,27,0.02723190351118504,0.05,False
Germany,arima_p1_d1_q2,1,1,2,residual_acf,28,0.006854052878853154,0.05,False
Germany,arima_p1_d1_q2,1,1,2,residual_acf,29,-0.009592704126283649,0.05,False
Germany,arima_p1_d1_q2,1,1,2,residual_acf,30,-0.12901938279589675,0.05,True
Germany,arima_p1_d1_q2,1,1,2,residual_acf,31,-0.16206579507994023,0.05,True
Germany,arima_p1_d1_q2,1,1,2,residual_acf,32,-0.0782800428435828,0.05,True
Germany,arima_p1_d1_q2,1,1,2,residual_acf,33,-0.08684840011513645,0.05,True
Germany,arima_p1_d1_q2,1,1,2,residual_acf,34,-0.08586632459030107,0.05,True
Germany,arima_p1_d1_q2,1,1,2,residual_acf,35,0.056804711249730876,0.05,True
Germany,arima_p1_d1_q2,1,1,2,residual_acf,36,-0.046292657526530556,0.05,False
Germany,arima_p1_d1_q2,1,1,2,residual_acf,37,0.08428849218355014,0.05,True
Germany,arima_p1_d1_q2,1,1,2,residual_acf,38,-0.09428653790425194,0.05,True
Germany,arima_p1_d1_q2,1,1,2,residual_acf,39,-0.10071623949834421,0.05,True
Germany,arima_p1_d1_q2,1,1,2,residual_acf,40,-0.09227634485841733,0.05,True
Germany,arima_p1_d1_q2,1,1,2,residual_acf,41,-0.1636183514011847,0.05,True
Germany,arima_p1_d1_q2,1,1,2,residual_acf,42,-0.13508684203250979,0.05,True
Germany,arima_p1_d1_q2,1,1,2,residual_acf,43,0.0053746541188077705,0.05,False
Germany,arima_p1_d1_q2,1,1,2,residual_acf,44,-0.0013317284078472272,0.05,False
Germany,arima_p1_d1_q2,1,1,2,residual_acf,45,0.06114425779088339,0.05,True
Germany,arima_p1_d1_q2,1,1,2,residual_acf,46,0.03804812559771218,0.05,False
Germany,arima_p1_d1_q2,1,1,2,residual_acf,47,0.08752619559891872,0.05,True
Germany,arima_p1_d1_q2,1,1,2,residual_acf,48,0.6342535719160831,0.05,True
Germany,arima_p1_d1_q2,1,1,2,ljung_box_statistic,24,24773.61399500185,0.01,True
Germany,arima_p1_d1_q2,1,1,2,ljung_box_pvalue,24,0.0,0.01,True
Germany,arima_p1_d1_q2,1,1,2,ljung_box_statistic,48,44998.006708022214,0.01,True
Germany,arima_p1_d1_q2,1,1,2,ljung_box_pvalue,48,0.0,0.01,True
Germany,arima_p2_d1_q2,2,1,2,residual_acf,1,0.010558722993240136,0.05,False
Germany,arima_p2_d1_q2,2,1,2,residual_acf,2,-0.011992889020242979,0.05,False
Germany,arima_p2_d1_q2,2,1,2,residual_acf,3,-0.07685208073019535,0.05,True
Germany,arima_p2_d1_q2,2,1,2,residual_acf,4,0.06323155747598327,0.05,True
Germany,arima_p2_d1_q2,2,1,2,residual_acf,5,0.06123155048639185,0.05,True
Germany,arima_p2_d1_q2,2,1,2,residual_acf,6,-0.03564532258836744,0.05,False
Germany,arima_p2_d1_q2,2,1,2,residual_acf,7,-0.07307318956353001,0.05,True
Germany,arima_p2_d1_q2,2,1,2,residual_acf,8,-0.0381251504958817,0.05,False
Germany,arima_p2_d1_q2,2,1,2,residual_acf,9,-0.023232411298335538,0.05,False
Germany,arima_p2_d1_q2,2,1,2,residual_acf,10,-0.04909856168119152,0.05,False
Germany,arima_p2_d1_q2,2,1,2,residual_acf,11,0.1266208003495063,0.05,True
Germany,arima_p2_d1_q2,2,1,2,residual_acf,12,-0.0039247006374104765,0.05,False
Germany,arima_p2_d1_q2,2,1,2,residual_acf,13,0.15369386068348465,0.05,True
Germany,arima_p2_d1_q2,2,1,2,residual_acf,14,-0.062178721269834404,0.05,True
Germany,arima_p2_d1_q2,2,1,2,residual_acf,15,-0.04176268759547115,0.05,False
Germany,arima_p2_d1_q2,2,1,2,residual_acf,16,-0.07449792963033051,0.05,True
Germany,arima_p2_d1_q2,2,1,2,residual_acf,17,-0.09058955604105966,0.05,True
Germany,arima_p2_d1_q2,2,1,2,residual_acf,18,-0.07226453737787855,0.05,True
Germany,arima_p2_d1_q2,2,1,2,residual_acf,19,0.05916228575445533,0.05,True
Germany,arima_p2_d1_q2,2,1,2,residual_acf,20,0.03338885764539777,0.05,False
Germany,arima_p2_d1_q2,2,1,2,residual_acf,21,-0.04598989623936586,0.05,False
Germany,arima_p2_d1_q2,2,1,2,residual_acf,22,-0.04684716273072997,0.05,False
Germany,arima_p2_d1_q2,2,1,2,residual_acf,23,0.05852549299982752,0.05,True
Germany,arima_p2_d1_q2,2,1,2,residual_acf,24,0.6984713276024509,0.05,True
Germany,arima_p2_d1_q2,2,1,2,residual_acf,25,0.07098172428273701,0.05,True
Germany,arima_p2_d1_q2,2,1,2,residual_acf,26,-0.029743173552148377,0.05,False
Germany,arima_p2_d1_q2,2,1,2,residual_acf,27,-0.06733387981929977,0.05,True
Germany,arima_p2_d1_q2,2,1,2,residual_acf,28,0.028607574554088754,0.05,False
Germany,arima_p2_d1_q2,2,1,2,residual_acf,29,0.023034147571773616,0.05,False
Germany,arima_p2_d1_q2,2,1,2,residual_acf,30,-0.08584470023352977,0.05,True
Germany,arima_p2_d1_q2,2,1,2,residual_acf,31,-0.11788384467065842,0.05,True
Germany,arima_p2_d1_q2,2,1,2,residual_acf,32,-0.057321688648865006,0.05,True
Germany,arima_p2_d1_q2,2,1,2,residual_acf,33,-0.04838751771202268,0.05,False
Germany,arima_p2_d1_q2,2,1,2,residual_acf,34,-0.0713083108752081,0.05,True
Germany,arima_p2_d1_q2,2,1,2,residual_acf,35,0.07444963816440027,0.05,True
Germany,arima_p2_d1_q2,2,1,2,residual_acf,36,-0.024453649550765632,0.05,False
Germany,arima_p2_d1_q2,2,1,2,residual_acf,37,0.10244491944521844,0.05,True
Germany,arima_p2_d1_q2,2,1,2,residual_acf,38,-0.07974957862351204,0.05,True
Germany,arima_p2_d1_q2,2,1,2,residual_acf,39,-0.06959225340814369,0.05,True
Germany,arima_p2_d1_q2,2,1,2,residual_acf,40,-0.08764505509100486,0.05,True
Germany,arima_p2_d1_q2,2,1,2,residual_acf,41,-0.13118553125039256,0.05,True
Germany,arima_p2_d1_q2,2,1,2,residual_acf,42,-0.11074349868723074,0.05,True
Germany,arima_p2_d1_q2,2,1,2,residual_acf,43,0.02042410557330373,0.05,False
Germany,arima_p2_d1_q2,2,1,2,residual_acf,44,0.00396961170392287,0.05,False
Germany,arima_p2_d1_q2,2,1,2,residual_acf,45,-0.0383465207412997,0.05,False
Germany,arima_p2_d1_q2,2,1,2,residual_acf,46,-0.03820117835078474,0.05,False
Germany,arima_p2_d1_q2,2,1,2,residual_acf,47,0.02706698759225518,0.05,False
Germany,arima_p2_d1_q2,2,1,2,residual_acf,48,0.5674096499532292,0.05,True
Germany,arima_p2_d1_q2,2,1,2,ljung_box_statistic,24,20666.560852852966,0.01,True
Germany,arima_p2_d1_q2,2,1,2,ljung_box_pvalue,24,0.0,0.01,True
Germany,arima_p2_d1_q2,2,1,2,ljung_box_statistic,48,35923.31468863456,0.01,True
Germany,arima_p2_d1_q2,2,1,2,ljung_box_pvalue,48,0.0,0.01,True
Germany,arima_p3_d1_q0,3,1,0,residual_acf,1,0.006019844417763974,0.05,False
Germany,arima_p3_d1_q0,3,1,0,residual_acf,2,-0.029604841568554703,0.05,False
Germany,arima_p3_d1_q0,3,1,0,residual_acf,3,-0.01879468980125389,0.05,False
Germany,arima_p3_d1_q0,3,1,0,residual_acf,4,0.06848281701517653,0.05,True
Germany,arima_p3_d1_q0,3,1,0,residual_acf,5,0.030461754306790795,0.05,False
Germany,arima_p3_d1_q0,3,1,0,residual_acf,6,-0.09731085972576195,0.05,True
Germany,arima_p3_d1_q0,3,1,0,residual_acf,7,-0.13538575438926911,0.05,True
Germany,arima_p3_d1_q0,3,1,0,residual_acf,8,-0.08786698510338986,0.05,True
Germany,arima_p3_d1_q0,3,1,0,residual_acf,9,-0.08857302753882923,0.05,True
Germany,arima_p3_d1_q0,3,1,0,residual_acf,10,-0.11525562605385728,0.05,True
Germany,arima_p3_d1_q0,3,1,0,residual_acf,11,0.044858618044393984,0.05,False
Germany,arima_p3_d1_q0,3,1,0,residual_acf,12,-0.08229975761355443,0.05,True
Germany,arima_p3_d1_q0,3,1,0,residual_acf,13,0.07496397881426606,0.05,True
Germany,arima_p3_d1_q0,3,1,0,residual_acf,14,-0.1241401268765114,0.05,True
Germany,arima_p3_d1_q0,3,1,0,residual_acf,15,-0.09869850818816542,0.05,True
Germany,arima_p3_d1_q0,3,1,0,residual_acf,16,-0.10623709286455096,0.05,True
Germany,arima_p3_d1_q0,3,1,0,residual_acf,17,-0.13443623639868624,0.05,True
Germany,arima_p3_d1_q0,3,1,0,residual_acf,18,-0.11246297131884157,0.05,True
Germany,arima_p3_d1_q0,3,1,0,residual_acf,19,0.04268252177007458,0.05,False
Germany,arima_p3_d1_q0,3,1,0,residual_acf,20,0.05353371597920613,0.05,True
Germany,arima_p3_d1_q0,3,1,0,residual_acf,21,0.012369796130198358,0.05,False
Germany,arima_p3_d1_q0,3,1,0,residual_acf,22,-0.02902163542863365,0.05,False
Germany,arima_p3_d1_q0,3,1,0,residual_acf,23,0.08334605036315104,0.05,True
Germany,arima_p3_d1_q0,3,1,0,residual_acf,24,0.7305248698067999,0.05,True
Germany,arima_p3_d1_q0,3,1,0,residual_acf,25,0.0962730418606898,0.05,True
Germany,arima_p3_d1_q0,3,1,0,residual_acf,26,-0.01129742906352971,0.05,False
Germany,arima_p3_d1_q0,3,1,0,residual_acf,27,-0.0025019182954624797,0.05,False
Germany,arima_p3_d1_q0,3,1,0,residual_acf,28,0.06085735651133285,0.05,True
Germany,arima_p3_d1_q0,3,1,0,residual_acf,29,0.02587210730669181,0.05,False
Germany,arima_p3_d1_q0,3,1,0,residual_acf,30,-0.10935437494938532,0.05,True
Germany,arima_p3_d1_q0,3,1,0,residual_acf,31,-0.14394675421419645,0.05,True
Germany,arima_p3_d1_q0,3,1,0,residual_acf,32,-0.07371464360674215,0.05,True
Germany,arima_p3_d1_q0,3,1,0,residual_acf,33,-0.08069868872727955,0.05,True
Germany,arima_p3_d1_q0,3,1,0,residual_acf,34,-0.1070090116318082,0.05,True
Germany,arima_p3_d1_q0,3,1,0,residual_acf,35,0.027205707229307593,0.05,False
Germany,arima_p3_d1_q0,3,1,0,residual_acf,36,-0.0686400546468388,0.05,True
Germany,arima_p3_d1_q0,3,1,0,residual_acf,37,0.0578416876295057,0.05,True
Germany,arima_p3_d1_q0,3,1,0,residual_acf,38,-0.11245510622901583,0.05,True
Germany,arima_p3_d1_q0,3,1,0,residual_acf,39,-0.09534338545371211,0.05,True
Germany,arima_p3_d1_q0,3,1,0,residual_acf,40,-0.08937476496882908,0.05,True
Germany,arima_p3_d1_q0,3,1,0,residual_acf,41,-0.14192834808303315,0.05,True
Germany,arima_p3_d1_q0,3,1,0,residual_acf,42,-0.11698472405166822,0.05,True
Germany,arima_p3_d1_q0,3,1,0,residual_acf,43,0.03443723615695701,0.05,False
Germany,arima_p3_d1_q0,3,1,0,residual_acf,44,0.04511424313698829,0.05,False
Germany,arima_p3_d1_q0,3,1,0,residual_acf,45,0.035727439295359875,0.05,False
Germany,arima_p3_d1_q0,3,1,0,residual_acf,46,0.004632813126605453,0.05,False
Germany,arima_p3_d1_q0,3,1,0,residual_acf,47,0.07891735308780952,0.05,True
Germany,arima_p3_d1_q0,3,1,0,residual_acf,48,0.6278436942167229,0.05,True
Germany,arima_p3_d1_q0,3,1,0,ljung_box_statistic,24,24242.609469053143,0.01,True
Germany,arima_p3_d1_q0,3,1,0,ljung_box_pvalue,24,0.0,0.01,True
Germany,arima_p3_d1_q0,3,1,0,ljung_box_statistic,48,43439.84117715713,0.01,True
Germany,arima_p3_d1_q0,3,1,0,ljung_box_pvalue,48,0.0,0.01,True
Germany,arima_p0_d1_q3,0,1,3,residual_acf,1,0.038032916913573966,0.05,False
Germany,arima_p0_d1_q3,0,1,3,residual_acf,2,0.0833731160481851,0.05,True
Germany,arima_p0_d1_q3,0,1,3,residual_acf,3,0.10642170281097427,0.05,True
Germany,arima_p0_d1_q3,0,1,3,residual_acf,4,0.06427275742998008,0.05,True
Germany,arima_p0_d1_q3,0,1,3,residual_acf,5,-0.08721549071957904,0.05,True
Germany,arima_p0_d1_q3,0,1,3,residual_acf,6,-0.1039761759689195,0.05,True
Germany,arima_p0_d1_q3,0,1,3,residual_acf,7,-0.14981850947871755,0.05,True
Germany,arima_p0_d1_q3,0,1,3,residual_acf,8,-0.13236125317710445,0.05,True
Germany,arima_p0_d1_q3,0,1,3,residual_acf,9,-0.11469156747062569,0.05,True
Germany,arima_p0_d1_q3,0,1,3,residual_acf,10,-0.12372433683994272,0.05,True
Germany,arima_p0_d1_q3,0,1,3,residual_acf,11,0.0239188233402844,0.05,False
Germany,arima_p0_d1_q3,0,1,3,residual_acf,12,-0.10756051817950267,0.05,True
Germany,arima_p0_d1_q3,0,1,3,residual_acf,13,0.05224396919390596,0.05,True
Germany,arima_p0_d1_q3,0,1,3,residual_acf,14,-0.14367431662957947,0.05,True
Germany,arima_p0_d1_q3,0,1,3,residual_acf,15,-0.1252494458580783,0.05,True
Germany,arima_p0_d1_q3,0,1,3,residual_acf,16,-0.14219676310078225,0.05,True
Germany,arima_p0_d1_q3,0,1,3,residual_acf,17,-0.14896687513100218,0.05,True
Germany,arima_p0_d1_q3,0,1,3,residual_acf,18,-0.13692851110077153,0.05,True
Germany,arima_p0_d1_q3,0,1,3,residual_acf,19,-0.043264704363016084,0.05,False
Germany,arima_p0_d1_q3,0,1,3,residual_acf,20,0.04468674096360859,0.05,False
Germany,arima_p0_d1_q3,0,1,3,residual_acf,21,0.11008424182552376,0.05,True
Germany,arima_p0_d1_q3,0,1,3,residual_acf,22,0.0735321720424622,0.05,True
Germany,arima_p0_d1_q3,0,1,3,residual_acf,23,0.12618646175243625,0.05,True
Germany,arima_p0_d1_q3,0,1,3,residual_acf,24,0.7369680256399658,0.05,True
Germany,arima_p0_d1_q3,0,1,3,residual_acf,25,0.13475666895540112,0.05,True
Germany,arima_p0_d1_q3,0,1,3,residual_acf,26,0.08698610596909818,0.05,True
Germany,arima_p0_d1_q3,0,1,3,residual_acf,27,0.09518077131713235,0.05,True
Germany,arima_p0_d1_q3,0,1,3,residual_acf,28,0.05388519116991221,0.05,True
Germany,arima_p0_d1_q3,0,1,3,residual_acf,29,-0.05863882780796933,0.05,True
Germany,arima_p0_d1_q3,0,1,3,residual_acf,30,-0.12562432797848558,0.05,True
Germany,arima_p0_d1_q3,0,1,3,residual_acf,31,-0.15781326081718203,0.05,True
Germany,arima_p0_d1_q3,0,1,3,residual_acf,32,-0.11554757962039776,0.05,True
Germany,arima_p0_d1_q3,0,1,3,residual_acf,33,-0.11017281628170264,0.05,True
Germany,arima_p0_d1_q3,0,1,3,residual_acf,34,-0.11951782789418638,0.05,True
Germany,arima_p0_d1_q3,0,1,3,residual_acf,35,0.010354241694590038,0.05,False
Germany,arima_p0_d1_q3,0,1,3,residual_acf,36,-0.0894936569052946,0.05,True
Germany,arima_p0_d1_q3,0,1,3,residual_acf,37,0.03578243622868989,0.05,False
Germany,arima_p0_d1_q3,0,1,3,residual_acf,38,-0.1336624562764791,0.05,True
Germany,arima_p0_d1_q3,0,1,3,residual_acf,39,-0.12225351004432462,0.05,True
Germany,arima_p0_d1_q3,0,1,3,residual_acf,40,-0.12556749032764475,0.05,True
Germany,arima_p0_d1_q3,0,1,3,residual_acf,41,-0.1595391176752568,0.05,True
Germany,arima_p0_d1_q3,0,1,3,residual_acf,42,-0.13659514462494046,0.05,True
Germany,arima_p0_d1_q3,0,1,3,residual_acf,43,-0.03624115503943392,0.05,False
Germany,arima_p0_d1_q3,0,1,3,residual_acf,44,0.036624511521896455,0.05,False
Germany,arima_p0_d1_q3,0,1,3,residual_acf,45,0.11570104326768077,0.05,True
Germany,arima_p0_d1_q3,0,1,3,residual_acf,46,0.09498304070351642,0.05,True
Germany,arima_p0_d1_q3,0,1,3,residual_acf,47,0.12465450089695088,0.05,True
Germany,arima_p0_d1_q3,0,1,3,residual_acf,48,0.643842747126472,0.05,True
Germany,arima_p0_d1_q3,0,1,3,ljung_box_statistic,24,28172.5486962052,0.01,True
Germany,arima_p0_d1_q3,0,1,3,ljung_box_pvalue,24,0.0,0.01,True
Germany,arima_p0_d1_q3,0,1,3,ljung_box_statistic,48,51988.89267306578,0.01,True
Germany,arima_p0_d1_q3,0,1,3,ljung_box_pvalue,48,0.0,0.01,True
Austria,arima_p0_d1_q0,0,1,0,residual_acf,1,0.7604056848659584,0.05,True
Austria,arima_p0_d1_q0,0,1,0,residual_acf,2,0.4416919291539521,0.05,True
Austria,arima_p0_d1_q0,0,1,0,residual_acf,3,0.143083589794705,0.05,True
Austria,arima_p0_d1_q0,0,1,0,residual_acf,4,-0.03731809548279279,0.05,False
Austria,arima_p0_d1_q0,0,1,0,residual_acf,5,-0.1936524241309124,0.05,True
Austria,arima_p0_d1_q0,0,1,0,residual_acf,6,-0.30550416015007154,0.05,True
Austria,arima_p0_d1_q0,0,1,0,residual_acf,7,-0.3329493133430395,0.05,True
Austria,arima_p0_d1_q0,0,1,0,residual_acf,8,-0.30596851160733746,0.05,True
Austria,arima_p0_d1_q0,0,1,0,residual_acf,9,-0.25305380414149703,0.05,True
Austria,arima_p0_d1_q0,0,1,0,residual_acf,10,-0.18843098327834587,0.05,True
Austria,arima_p0_d1_q0,0,1,0,residual_acf,11,-0.06631516216421773,0.05,True
Austria,arima_p0_d1_q0,0,1,0,residual_acf,12,-0.032285861863808336,0.05,False
Austria,arima_p0_d1_q0,0,1,0,residual_acf,13,-0.07482485248316759,0.05,True
Austria,arima_p0_d1_q0,0,1,0,residual_acf,14,-0.2039819312020781,0.05,True
Austria,arima_p0_d1_q0,0,1,0,residual_acf,15,-0.27251141727676764,0.05,True
Austria,arima_p0_d1_q0,0,1,0,residual_acf,16,-0.3238596943694722,0.05,True
Austria,arima_p0_d1_q0,0,1,0,residual_acf,17,-0.3439469664131809,0.05,True
Austria,arima_p0_d1_q0,0,1,0,residual_acf,18,-0.3052117787026941,0.05,True
Austria,arima_p0_d1_q0,0,1,0,residual_acf,19,-0.18445096371313838,0.05,True
Austria,arima_p0_d1_q0,0,1,0,residual_acf,20,-0.024816534442279718,0.05,False
Austria,arima_p0_d1_q0,0,1,0,residual_acf,21,0.14482908605866193,0.05,True
Austria,arima_p0_d1_q0,0,1,0,residual_acf,22,0.4118582913465283,0.05,True
Austria,arima_p0_d1_q0,0,1,0,residual_acf,23,0.6870831120476845,0.05,True
Austria,arima_p0_d1_q0,0,1,0,residual_acf,24,0.8808568649813543,0.05,True
Austria,arima_p0_d1_q0,0,1,0,residual_acf,25,0.6891911414555923,0.05,True
Austria,arima_p0_d1_q0,0,1,0,residual_acf,26,0.4145651537236829,0.05,True
Austria,arima_p0_d1_q0,0,1,0,residual_acf,27,0.14348777978681693,0.05,True
Austria,arima_p0_d1_q0,0,1,0,residual_acf,28,-0.02994560696393718,0.05,False
Austria,arima_p0_d1_q0,0,1,0,residual_acf,29,-0.18802602296314383,0.05,True
Austria,arima_p0_d1_q0,0,1,0,residual_acf,30,-0.3018468091400143,0.05,True
Austria,arima_p0_d1_q0,0,1,0,residual_acf,31,-0.3292712321580587,0.05,True
Austria,arima_p0_d1_q0,0,1,0,residual_acf,32,-0.29555104230756346,0.05,True
Austria,arima_p0_d1_q0,0,1,0,residual_acf,33,-0.23944584882229605,0.05,True
Austria,arima_p0_d1_q0,0,1,0,residual_acf,34,-0.17644547533949903,0.05,True
Austria,arima_p0_d1_q0,0,1,0,residual_acf,35,-0.06278597523534246,0.05,True
Austria,arima_p0_d1_q0,0,1,0,residual_acf,36,-0.03362926947335322,0.05,False
Austria,arima_p0_d1_q0,0,1,0,residual_acf,37,-0.07139402596204021,0.05,True
Austria,arima_p0_d1_q0,0,1,0,residual_acf,38,-0.1910644752726929,0.05,True
